Movie_Name,Votes,Gross_collection_millions,Certification,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3
The Wandering Earth,34401,5.88,15,Jing Wu,Chuxiao Qu,Guangjie Li,Man-Tat Ng,Action,Adventure,Sci-Fi
Domino,68558,10.17,15,Keira Knightley,Mickey Rourke,Edgar Ramírez,Rizz Abbasi,Action,Biography,Crime
Undercover Brother,35743,38.23,12,Eddie Griffin,Denise Richards,Aunjanue Ellis-Taylor,Chris Kattan,Action,Comedy,
Punisher: War Zone,65597,8.05,18,Ray Stevenson,Dominic West,Julie Benz,Doug Hutchison,Action,Crime,Drama
The Golden Child,57910,79.82,PG,Eddie Murphy,J.L. Reate,Charles Dance,Charlotte Lewis,Action,Adventure,Comedy
Braven,41125,N/A,15,Jason Momoa,Garret Dillahunt,Jill Wagner,Stephen Lang,Action,Thriller,
Passenger 57,49636,44.07,15,Wesley Snipes,Bruce Payne,Tom Sizemore,Alex Datcher,Action,Crime,Thriller
Red Tails,36500,49.88,12A,Cuba Gooding Jr.,Gerald McRaney,David Oyelowo,Andre Royo,Action,Drama,History
Star Wars: The Clone Wars,69916,35.16,PG,Matt Lanter,Nika Futterman,Tom Kane,Ashley Eckstein,Animation,Action,Adventure
The Rookie,28525,21.63,UA,Clint Eastwood,Charlie Sheen,Raul Julia,Sonia Braga,Action,Crime,Drama
The One,94378,43.91,15,Jet Li,Carla Gugino,Delroy Lindo,Jason Statham,Action,Sci-Fi,Thriller
Firefox,28522,46.71,AA,Clint Eastwood,Freddie Jones,David Huffman,Warren Clarke,Action,Adventure,Thriller
The Double,31140,N/A,12,Richard Gere,Topher Grace,Martin Sheen,Tamer Hassan,Action,Crime,Drama
Fatman,28080,N/A,15,Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,Chance Hurstfield,Action,Adventure,Comedy
Men at Work,25794,16.25,12,Charlie Sheen,Emilio Estevez,Leslie Hope,Keith David,Action,Comedy,Crime
The Fan,50247,18.57,15,Robert De Niro,Wesley Snipes,Ellen Barkin,John Leguizamo,Action,Drama,Sport
Kidnap,38322,30.72,15,Halle Berry,Sage Correa,Chris McGinn,Lew Temple,Action,Crime,Thriller
Sanctum,56637,23.07,15,Rhys Wakefield,Allison Cratchley,Christopher James Baker,Richard Roxburgh,Action,Adventure,Drama
3000 Miles to Graceland,47932,15.74,18,Kurt Russell,Kevin Costner,Courteney Cox,Christian Slater,Action,Comedy,Crime
Another 48 Hrs.,43369,80.82,18,Eddie Murphy,Nick Nolte,Brion James,Kevin Tighe,Action,Comedy,Crime
Hard Rain,36564,19.82,15,Morgan Freeman,Christian Slater,Randy Quaid,Minnie Driver,Action,Crime,Drama
Fortress,29762,6.74,15,Christopher Lambert,Loryn Locklin,Kurtwood Smith,Clifton Collins Jr.,Action,Crime,Sci-Fi
Tiger Zinda Hai,31358,5.56,12A,Salman Khan,Katrina Kaif,Anupriya Goenka,Paresh Rawal,Action,Adventure,Thriller
Ghosted,49227,N/A,12,Chris Evans,Ana de Armas,Adrien Brody,Mike Moh,Action,Adventure,Comedy
Teenage Mutant Ninja Turtles,215940,191.2,12A,Megan Fox,Will Arnett,William Fichtner,Noel Fisher,Action,Adventure,Comedy
Battleship,253498,65.42,12A,Alexander Skarsgård,Brooklyn Decker,Liam Neeson,Rihanna,Action,Adventure,Sci-Fi
Noah,261836,101.2,12A,Russell Crowe,Jennifer Connelly,Anthony Hopkins,Emma Watson,Action,Adventure,Drama
Army of the Dead,180110,1.0,18,Dave Bautista,Ella Purnell,Ana de la Reguera,Omari Hardwick,Action,Crime,Drama
Mulan,154393,N/A,12A,Liu Yifei,Donnie Yen,Gong Li,Jet Li,Action,Adventure,Drama
2012,388564,166.11,12A,John Cusack,Thandiwe Newton,Chiwetel Ejiofor,Amanda Peet,Action,Adventure,Sci-Fi
Clash of the Titans,288334,163.21,12A,Sam Worthington,Liam Neeson,Ralph Fiennes,Jason Flemyng,Action,Adventure,Fantasy
Oldboy,78780,2.19,18,Josh Brolin,Elizabeth Olsen,Samuel L. Jackson,Sharlto Copley,Action,Drama,Mystery
The League of Extraordinary Gentlemen,180742,66.47,12A,Sean Connery,Stuart Townsend,Peta Wilson,Jason Flemyng,Action,Adventure,Fantasy
The Contractor,25218,N/A,15,Chris Pine,Gillian Jacobs,Sander Thomas,Toby Dixon,Action,Drama,Thriller
Mortal Kombat,121896,70.45,15,Christopher Lambert,Robin Shou,Linden Ashby,Cary-Hiroyuki Tagawa,Action,Adventure,Fantasy
Skyscraper,128882,68.42,12A,Dwayne Johnson,Neve Campbell,Chin Han,Roland Møller,Action,Adventure,Thriller
The Man from Toronto,55533,N/A,12,Kevin Hart,Woody Harrelson,Jasmine Mathews,Kaley Cuoco,Action,Adventure,Comedy
Journey to the Center of the Earth,127953,101.7,PG,Brendan Fraser,Josh Hutcherson,Aníta Briem,Seth Meyers,Action,Adventure,Family
Hollow Man,135225,73.21,18,Kevin Bacon,Elisabeth Shue,Josh Brolin,Kim Dickens,Action,Horror,Sci-Fi
xXx,183781,142.11,UA,Vin Diesel,Asia Argento,Marton Csokas,Samuel L. Jackson,Action,Adventure,Thriller
Species,82877,60.07,18,Natasha Henstridge,Michael Madsen,Ben Kingsley,Alfred Molina,Action,Horror,Sci-Fi
The Mortal Instruments: City of Bones,136846,31.17,12A,Lily Collins,Jamie Campbell Bower,Robert Sheehan,Jemima West,Action,Adventure,Fantasy
Cobra,77263,49.04,18,Sylvester Stallone,Brigitte Nielsen,Reni Santoni,Andrew Robinson,Action,Crime,Thriller
Morgan,45166,3.91,15,Kate Mara,Anya Taylor-Joy,Rose Leslie,Michael Yare,Action,Horror,Sci-Fi
Without Remorse,61850,N/A,15,Michael B. Jordan,Jodie Turner-Smith,Jamie Bell,Guy Pearce,Action,Thriller,War
Troll,45716,N/A,12,Ine Marie Wilmann,Kim Falck,Mads Sjøgård Pettersen,Gard B. Eidsvold,Action,Adventure,Drama
Wild Hogs,121425,168.27,12A,Tim Allen,Martin Lawrence,John Travolta,William H. Macy,Action,Adventure,Comedy
Blade: Trinity,183742,52.41,15,Wesley Snipes,Kris Kristofferson,Parker Posey,Ryan Reynolds,Action,Horror,Sci-Fi
Pride and Prejudice and Zombies,58771,10.91,15,Lily James,Sam Riley,Jack Huston,Bella Heathcote,Action,Comedy,Fantasy
Over the Top,57453,16.06,PG,Sylvester Stallone,Robert Loggia,Susan Blakely,Rick Zumwalt,Action,Drama,Sport
Rambo III,136481,53.72,18,Sylvester Stallone,Richard Crenna,Marc de Jonge,Kurtwood Smith,Action,Adventure,Thriller
Lake Placid,63822,31.77,15,Bridget Fonda,Bill Pullman,Oliver Platt,Brendan Gleeson,Action,Comedy,Horror
RoboCop 2,89731,45.68,18,Peter Weller,Nancy Allen,Belinda Bauer,Dan O'Herlihy,Action,Crime,Sci-Fi
End of Days,114552,66.89,18,Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney,Kevin Pollak,Action,Fantasy,Horror
Extinction,55576,N/A,15,Michael Peña,Lizzy Caplan,Amelia Crouch,Erica Tremblay,Action,Drama,Sci-Fi
1941,35304,31.76,A,John Belushi,Dan Aykroyd,Treat Williams,Nancy Allen,Action,Comedy,War
Into the Storm,70394,47.6,12A,Richard Armitage,Sarah Wayne Callies,Matt Walsh,Max Deacon,Action,Adventure,Drama
The Host,117162,26.63,12A,Saoirse Ronan,Max Irons,Jake Abel,Diane Kruger,Action,Adventure,Drama
Haywire,88708,18.94,15,Gina Carano,Ewan McGregor,Michael Fassbender,Michael Angarano,Action,Drama,Thriller
Around the World in 80 Days,92872,24.01,PG,Jackie Chan,Steve Coogan,Jim Broadbent,Kathy Bates,Action,Adventure,Comedy
Straw Dogs,35287,10.32,18,James Marsden,Kate Bosworth,Alexander Skarsgård,James Woods,Action,Drama,Thriller
The Gunman,42557,10.64,15,Sean Penn,Idris Elba,Jasmine Trinca,Javier Bardem,Action,Adventure,Crime
Resident Evil: Afterlife,176001,60.13,15,Milla Jovovich,Ali Larter,Wentworth Miller,Kim Coates,Action,Horror,Sci-Fi
The Green Hornet,162977,98.78,12A,Seth Rogen,Jay Chou,Christoph Waltz,Cameron Diaz,Action,Comedy,Crime
Air America,29801,31.05,15,Mel Gibson,Robert Downey Jr.,Nancy Travis,Ken Jenkins,Action,Comedy,War
Striking Distance,44489,23.8,18,Bruce Willis,Sarah Jessica Parker,Dennis Farina,Tom Sizemore,Action,Crime,Mystery
Hard to Kill,31480,47.41,18,Steven Seagal,Kelly LeBrock,William Sadler,Frederick Coffin,Action,Crime,Drama
Reindeer Games,41368,23.36,15,Ben Affleck,Gary Sinise,Charlize Theron,James Frain,Action,Crime,Thriller
Firewall,58932,48.75,12A,Harrison Ford,Virginia Madsen,Paul Bettany,Carly Schroeder,Action,Crime,Thriller
Cradle 2 the Grave,45956,34.71,15,Jet Li,DMX,Mark Dacascos,Anthony Anderson,Action,Crime,Drama
Sudden Death,36060,20.35,18,Jean-Claude Van Damme,Powers Boothe,Raymond J. Barry,Whittni Wright,Action,Crime,Thriller
Cirque du Freak: The Vampire's Assistant,47383,14.05,12A,Chris Massoglia,John C. Reilly,Salma Hayek,Josh Hutcherson,Action,Adventure,Fantasy
Bulletproof,39394,21.16,18,Damon Wayans,Adam Sandler,James Caan,Jeep Swenson,Action,Comedy,Crime
Taxi 3,44492,0.5,15,Samy Naceri,Frédéric Diefenthal,Bernard Farcy,Bai Ling,Action,Comedy,Crime
The Matrix Resurrections,264551,N/A,15,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,Jonathan Groff,Action,Sci-Fi,
Murder Mystery 2,58571,N/A,12,Adam Sandler,Jennifer Aniston,Mark Strong,Mélanie Laurent,Action,Comedy,Crime
Escape Room: Tournament of Champions,54543,25.19,15,Taylor Russell,Logan Miller,Deborah Ann Woll,Thomas Cocquerel,Action,Adventure,Horror
Memory,31532,N/A,18,Liam Neeson,Guy Pearce,Taj Atwal,Harold Torres,Action,Crime,Thriller
Planet of the Apes,224479,180.01,12,Mark Wahlberg,Helena Bonham Carter,Tim Roth,Michael Clarke Duncan,Action,Adventure,Sci-Fi
The Three Musketeers,110304,20.38,12A,Logan Lerman,Matthew Macfadyen,Ray Stevenson,Milla Jovovich,Action,Adventure,Fantasy
Only God Forgives,115717,0.78,18,Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm,Gordon Brown,Action,Crime,Drama
Poseidon,108095,60.67,12A,Richard Dreyfuss,Kurt Russell,Emmy Rossum,Josh Lucas,Action,Adventure,Thriller
G.I,212666,152.27,12A,Dennis Quaid,Channing Tatum,Marlon Wayans,Adewale Akinnuoye-Agbaje,Action,Adventure,Sci-Fi
Gamer,137888,20.49,18,Gerard Butler,Michael C. Hall,Ludacris,Amber Valletta,Action,Sci-Fi,Thriller
X-Men: Dark Phoenix,196814,65.85,12A,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,Action,Adventure,Sci-Fi
Gemini Man,117554,48.55,12A,Will Smith,Mary Elizabeth Winstead,Clive Owen,Benedict Wong,Action,Sci-Fi,Thriller
Samaritan,51489,N/A,12,Sylvester Stallone,Javon 'Wanna' Walton,Pilou Asbæk,Dascha Polanco,Action,Drama,Fantasy
G.I,185151,122.52,12A,Dwayne Johnson,Channing Tatum,Adrianne Palicki,Lee Byung-hun,Action,Adventure,Sci-Fi
Strange World,41938,N/A,PG,Jake Gyllenhaal,Jaboukie Young-White,Gabrielle Union,Dennis Quaid,Animation,Action,Adventure
Fantastic Four,337748,154.7,PG,Ioan Gruffudd,Michael Chiklis,Chris Evans,Jessica Alba,Action,Adventure,Fantasy
Buffy the Vampire Slayer,47455,16.62,12,Kristy Swanson,Donald Sutherland,Paul Reubens,Rutger Hauer,Action,Comedy,Fantasy
Lara Croft: Tomb Raider,214754,131.14,15,Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor,Action,Adventure,Fantasy
Journey 2: The Mysterious Island,108820,103.86,PG,Josh Hutcherson,Dwayne Johnson,Michael Caine,Luis Guzmán,Action,Adventure,Comedy
The Darkest Minds,34448,12.7,12A,Amandla Stenberg,Mandy Moore,Bradley Whitford,Harris Dickinson,Action,Adventure,Drama
Bloodshot,81961,12.56,12A,Vin Diesel,Eiza González,Sam Heughan,Toby Kebbell,Action,Adventure,Sci-Fi
Mechanic: Resurrection,89466,21.22,15,Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh,Action,Adventure,Crime
Wrath of the Titans,192918,83.67,12A,Sam Worthington,Liam Neeson,Rosamund Pike,Ralph Fiennes,Action,Adventure,Fantasy
Chaos Walking,53450,13.29,12A,Tom Holland,Daisy Ridley,Demián Bichir,David Oyelowo,Action,Adventure,Fantasy
Allegiant,128718,66.18,12A,Shailene Woodley,Theo James,Jeff Daniels,Naomi Watts,Action,Adventure,Mystery
Freddy vs,123523,82.62,18,Robert Englund,Ken Kirzinger,Kelly Rowland,Monica Keena,Action,Horror,
Fool's Gold,82625,70.23,12A,Matthew McConaughey,Kate Hudson,Donald Sutherland,Alexis Dziena,Action,Adventure,Comedy
Priest,122368,29.14,12A,Paul Bettany,Cam Gigandet,Maggie Q,Karl Urban,Action,Fantasy,Horror
Underworld: Blood Wars,78900,30.35,15,Kate Beckinsale,Theo James,Tobias Menzies,Lara Pulver,Action,Adventure,Fantasy
Battle Los Angeles,183180,83.55,12A,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,Ramón Rodríguez,Action,Adventure,Sci-Fi
Hitman: Agent 47,93768,22.47,15,Rupert Friend,Hannah Ware,Zachary Quinto,Ciarán Hinds,Action,Crime,Thriller
Pan,66186,35.09,PG,Levi Miller,Hugh Jackman,Garrett Hedlund,Rooney Mara,Action,Adventure,Comedy
The Do-Over,49420,N/A,15,Adam Sandler,David Spade,Paula Patton,Kathryn Hahn,Action,Adventure,Comedy
Escape from L.A.,78117,25.48,15,Kurt Russell,Steve Buscemi,Stacy Keach,A.J. Langer,Action,Adventure,Sci-Fi
The Marksman,40620,N/A,12,Katheryn Winnick,Liam Neeson,Teresa Ruiz,Juan Pablo Raba,Action,Drama,Thriller
Cooties,27525,0.06,15,Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,Action,Comedy,Horror
Ben-Hur,45600,26.41,12A,Jack Huston,Toby Kebbell,Rodrigo Santoro,Nazanin Boniadi,Action,Drama,Romance
Drillbit Taylor,61647,32.85,12A,Owen Wilson,Josh Peck,Alex Frost,Nate Hartley,Action,Comedy,Crime
Cutthroat Island,29523,10.02,PG,Geena Davis,Matthew Modine,Frank Langella,Maury Chaykin,Action,Adventure,Comedy
Hudson Hawk,58580,17.22,15,Bruce Willis,Danny Aiello,Andie MacDowell,James Coburn,Action,Adventure,Comedy
Bandidas,36594,N/A,12A,Penélope Cruz,Salma Hayek,Steve Zahn,Dwight Yoakam,Action,Comedy,Crime
Race to Witch Mountain,61736,67.17,PG,Dwayne Johnson,Carla Gugino,AnnaSophia Robb,Alexander Ludwig,Action,Adventure,Family
Sabotage,65161,10.51,15,Arnold Schwarzenegger,Sam Worthington,Terrence Howard,Olivia Williams,Action,Crime,Drama
Nowhere to Run,25418,22.19,15,Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Ted Levine,Action,Drama,Romance
Beckett,27489,N/A,15,John David Washington,Boyd Holbrook,Vicky Krieps,Alicia Vikander,Action,Crime,Drama
Mighty Joe Young,30119,50.63,PG,Bill Paxton,Charlize Theron,Rade Serbedzija,Peter Firth,Action,Adventure,Family
Bullet to the Head,51380,9.48,15,Sylvester Stallone,Jason Momoa,Christian Slater,Sung Kang,Action,Crime,Thriller
Red Planet,59218,18.0,12,Val Kilmer,Carrie-Anne Moss,Tom Sizemore,Benjamin Bratt,Action,Sci-Fi,Thriller
Crocodile Dundee II,59434,109.31,PG,Paul Hogan,Linda Kozlowski,John Meillon,Ernie Dingo,Action,Adventure,Comedy
Close,26106,N/A,15,Noomi Rapace,Olivia Jewson,Abdellatif Chaouqi,Sophie Nélisse,Action,Drama,Thriller
Money Train,42288,35.32,18,Wesley Snipes,Woody Harrelson,Jennifer Lopez,Robert Blake,Action,Comedy,Crime
The Art of War,30501,30.21,18,Wesley Snipes,Donald Sutherland,Maury Chaykin,Anne Archer,Action,Adventure,Crime
Armoured,31434,15.99,12A,Columbus Short,Matt Dillon,Laurence Fishburne,Jean Reno,Action,Crime,Thriller
Samrat Prithviraj,53237,N/A,12A,Akshay Kumar,Sanjay Dutt,Ashutosh Rana,Sakshi Tanwar,Action,Drama,History
The Meg,187493,143.01,12A,Jason Statham,Bingbing Li,Rainn Wilson,Cliff Curtis,Action,Horror,Sci-Fi
Jurassic World Dominion,188909,376.85,12A,Chris Pratt,Bryce Dallas Howard,Laura Dern,Sam Neill,Action,Adventure,Sci-Fi
Transformers: Age of Extinction,325252,245.44,12A,Mark Wahlberg,Nicola Peltz Beckham,Jack Reynor,Stanley Tucci,Action,Adventure,Sci-Fi
The Mother,40055,N/A,15,Jennifer Lopez,Lucy Paez,Omari Hardwick,Joseph Fiennes,Action,Thriller,
Pixels,152598,78.75,12A,Adam Sandler,Kevin James,Michelle Monaghan,Peter Dinklage,Action,Comedy,Fantasy
Hulk,274025,132.18,12A,Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Action,Sci-Fi,
Beast,36152,31.85,15,Liyabuya Gongo,Martin Munro,Daniel Hadebe,Thapelo Sebogodi,Action,Adventure,Drama
Charlie's Angels,192353,125.31,15,Cameron Diaz,Drew Barrymore,Lucy Liu,Bill Murray,Action,Adventure,Comedy
Last Seen Alive,26568,N/A,15,Gerard Butler,Jaimie Alexander,Russell Hornsby,Ethan Embry,Action,Mystery,Thriller
Men in Black: International,141039,80.0,12A,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Rebecca Ferguson,Action,Adventure,Comedy
You Don't Mess with the Zohan,209056,100.02,12A,Adam Sandler,John Turturro,Emmanuelle Chriqui,Nick Swardson,Action,Comedy,
The Dark Tower,142825,50.7,12A,Idris Elba,Matthew McConaughey,Tom Taylor,Dennis Haysbert,Action,Adventure,Fantasy
Alexander,173518,34.3,15,Colin Farrell,Anthony Hopkins,Rosario Dawson,Angelina Jolie,Action,Biography,Drama
Pacific Rim: Uprising,122708,59.87,12A,John Boyega,Scott Eastwood,Cailee Spaeny,Burn Gorman,Action,Adventure,Fantasy
Spy Kids,122842,112.72,U,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino,Action,Adventure,Comedy
AVP: Alien vs,206934,80.28,15,Sanaa Lathan,Lance Henriksen,Raoul Bova,Ewen Bremner,Action,Adventure,Horror
Assassin's Creed,204504,54.65,PG-13,Michael Fassbender,Marion Cotillard,Jeremy Irons,Brendan Gleeson,Action,Adventure,Sci-Fi
R.I.P.D.,140471,33.62,12A,Ryan Reynolds,Jeff Bridges,Mary-Louise Parker,Kevin Bacon,Action,Adventure,Comedy
Fantastic 4: Rise of the Silver Surfer,272586,131.92,PG,Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis,Action,Adventure,Fantasy
Brahmastra Part One: Shiva,109340,N/A,12A,Amitabh Bachchan,Ranbir Kapoor,Alia Bhatt,Nagarjuna Akkineni,Action,Adventure,Fantasy
The 355,33724,N/A,12A,Jessica Chastain,Penélope Cruz,Bingbing Fan,Diane Kruger,Action,Thriller,
The Pacifier,98354,113.09,PG,Vin Diesel,Brittany Snow,Max Thieriot,Brad Garrett,Action,Comedy,Drama
Raw Deal,36385,16.21,18,Arnold Schwarzenegger,Kathryn Harrold,Sam Wanamaker,Paul Shenar,Action,Crime,Thriller
Wild Card,58229,0.0,15,Jason Statham,Michael Angarano,Dominik Garcia,Milo Ventimiglia,Action,Crime,Drama
Judge Dredd,122025,34.69,15,Sylvester Stallone,Armand Assante,Rob Schneider,Jürgen Prochnow,Action,Crime,Sci-Fi
Johnny Mnemonic,74538,19.08,15,Keanu Reeves,Dolph Lundgren,Dina Meyer,Ice-T,Action,Drama,Sci-Fi
Jolt,33652,N/A,15,Kate Beckinsale,Jai Courtney,Stanley Tucci,Bobby Cannavale,Action,Comedy,Crime
The Ice Road,44590,N/A,12,Liam Neeson,Marcus Thomas,Laurence Fishburne,Amber Midthunder,Action,Adventure,Thriller
The Specialist,68264,57.36,15,Sylvester Stallone,Sharon Stone,James Woods,Rod Steiger,Action,Drama,Thriller
Machete Kills,80981,8.01,15,Danny Trejo,Alexa PenaVega,Mel Gibson,Jessica Alba,Action,Crime,Thriller
Hold the Dark,39198,N/A,15,Jeffrey Wright,Alexander Skarsgård,James Badge Dale,Riley Keough,Action,Crime,Drama
Chain Reaction,54476,21.23,12,Keanu Reeves,Morgan Freeman,Rachel Weisz,Fred Ward,Action,Drama,Sci-Fi
Timeline,64783,19.48,12A,Paul Walker,Gerard Butler,Billy Connolly,Frances O'Connor,Action,Adventure,Sci-Fi
Double Impact,42646,30.1,18,Jean-Claude Van Damme,Geoffrey Lewis,Alonna Shaw,Corinna Everson,Action,Crime,
Jay and Silent Bob Reboot,27399,N/A,15,Joey Lauren Adams,Ben Affleck,Fred Armisen,Diedrich Bader,Action,Adventure,Comedy
Metro,28489,31.99,18,Eddie Murphy,Michael Rapaport,Kim Miyori,Art Evans,Action,Comedy,Crime
National Security,52818,36.38,12A,Martin Lawrence,Steve Zahn,Colm Feore,Bill Duke,Action,Comedy,Crime
Survivor,35013,N/A,12A,Milla Jovovich,Pierce Brosnan,Dylan McDermott,Paddy Wallace,Action,Crime,Thriller
Brick Mansions,43460,20.4,15,Paul Walker,David Belle,RZA,Goûchy Boy,Action,Crime,Thriller
Bad Company,49202,30.16,12,Anthony Hopkins,Chris Rock,Matthew Marsh,Gabriel Macht,Action,Comedy,Thriller
Fire with Fire,27196,N/A,15,Josh Duhamel,Bruce Willis,Rosario Dawson,Vincent D'Onofrio,Action,Thriller,
MacGruber,46573,8.46,15,Will Forte,Kristen Wiig,Val Kilmer,Ryan Phillippe,Action,Comedy,
The Pink Panther 2,46983,35.92,PG,Steve Martin,Jean Reno,Emily Mortimer,Andy Garcia,Action,Adventure,Comedy
Exit Wounds,36324,51.76,18,Steven Seagal,DMX,Isaiah Washington,Anthony Anderson,Action,Crime,Thriller
The Quest,27252,21.6,18,Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,Action,Adventure,Drama
Sleepless,33587,20.78,15,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Gabrielle Union,Action,Thriller,
Fighting,33854,23.04,15,Channing Tatum,Terrence Howard,Luis Guzmán,Zulay Henao,Action,Crime,Drama
The Skulls,33129,35.05,15,Joshua Jackson,Paul Walker,Hill Harper,Leslie Bibb,Action,Crime,Drama
12 Rounds,29887,12.23,15,John Cena,Ashley Scott,Aidan Gillen,Steve Harris,Action,Crime,Thriller
The Contract,25668,N/A,15,John Cusack,Morgan Freeman,Jamie Anderson,Alice Krige,Action,Crime,Drama
Bang Bang,25226,2.55,12A,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,Danny Denzongpa,Action,Adventure,Comedy
Ek Tha Tiger,36542,2.35,12A,Salman Khan,Katrina Kaif,Girish Karnad,Roshan Seth,Action,Adventure,Romance
Baywatch,195476,58.06,15,Dwayne Johnson,Zac Efron,Alexandra Daddario,Priyanka Chopra Jonas,Action,Comedy,Crime
Shotgun Wedding,33305,N/A,15,Jennifer Lopez,Josh Duhamel,Lenny Kravitz,Jennifer Coolidge,Action,Comedy,Romance
Infinite,56165,N/A,12,Mark Wahlberg,Chiwetel Ejiofor,Sophie Cookson,Dylan O'Brien,Action,Sci-Fi,Thriller
Spiderhead,63120,N/A,15,Chris Hemsworth,Miles Teller,Jurnee Smollett,Mark Paguio,Action,Crime,Drama
Willy's Wonderland,34031,N/A,15,Nicolas Cage,Emily Tosta,Beth Grant,Ric Reitz,Action,Comedy,Horror
The Core,105015,31.19,12A,Aaron Eckhart,Hilary Swank,Delroy Lindo,Bruce Greenwood,Action,Adventure,Sci-Fi
Green Lantern,291147,116.6,12A,Ryan Reynolds,Blake Lively,Peter Sarsgaard,Mark Strong,Action,Adventure,Sci-Fi
The Scorpion King,142708,91.05,12,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Kelly Hu,Action,Adventure,Fantasy
Snakes on a Plane,142593,34.02,15,Samuel L. Jackson,Julianna Margulies,Nathan Phillips,Rachel Blanchard,Action,Adventure,Crime
George of the Jungle,82238,105.26,U,Brendan Fraser,Leslie Mann,Thomas Haden Church,Richard Roundtree,Action,Adventure,Comedy
Train to Busan Presents: Peninsula,35630,1.23,15,Koo Kyo-hwan,Gang Dong-won,Lee Jung-hyun,Jang So-yeon,Action,Horror,Thriller
The Cloverfield Paradox,109719,N/A,15,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,John Ortiz,Action,Adventure,Horror
Resident Evil: The Final Chapter,98137,26.83,15,Milla Jovovich,Iain Glen,Ali Larter,Shawn Roberts,Action,Horror,Sci-Fi
Pompeii,114152,23.22,12A,Kit Harington,Emily Browning,Kiefer Sutherland,Adewale Akinnuoye-Agbaje,Action,Adventure,Drama
Volcano,79584,49.32,12,Tommy Lee Jones,Anne Heche,Gaby Hoffmann,Don Cheadle,Action,Drama,Sci-Fi
Mortdecai,75289,7.61,12A,Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Olivia Munn,Action,Adventure,Comedy
Lara Croft Tomb Raider: The Cradle of Life,142247,65.66,12A,Angelina Jolie,Gerard Butler,Chris Barrie,Ciarán Hinds,Action,Adventure,Fantasy
Your Highness,103221,21.6,15,Danny McBride,Natalie Portman,James Franco,Rasmus Hardiker,Action,Adventure,Comedy
The Bounty Hunter,131723,67.06,12A,Jennifer Aniston,Gerard Butler,Gio Perez,Joel Marsh Garland,Action,Comedy,Romance
Sweet Girl,33975,N/A,15,Jason Momoa,Isabela Merced,Manuel Garcia-Rulfo,Adria Arjona,Action,Drama,Thriller
Beverly Hills Cop III,84687,42.61,15,Eddie Murphy,Jon Tenney,Joey Travolta,Eugene Collier,Action,Comedy,Crime
Eight Legged Freaks,59097,17.32,12,David Arquette,Kari Wuhrer,Scott Terra,Scarlett Johansson,Action,Adventure,Comedy
Star Trek V: The Final Frontier,62601,52.21,PG,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,Action,Adventure,Fantasy
Virtuosity,31465,24.05,15,Denzel Washington,Russell Crowe,Kelly Lynch,Stephen Spinella,Action,Crime,Sci-Fi
Seventh Son,79306,17.22,12A,Ben Barnes,Julianne Moore,Jeff Bridges,Alicia Vikander,Action,Adventure,Fantasy
Babylon A.D.,97456,22.53,12A,Vin Diesel,Michelle Yeoh,Mélanie Thierry,Gérard Depardieu,Action,Adventure,Sci-Fi
Under Siege 2: Dark Territory,48761,50.02,18,Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,Action,Adventure,Thriller
The Happytime Murders,29561,20.71,15,Melissa McCarthy,Elizabeth Banks,Maya Rudolph,Leslie David Baker,Action,Comedy,Crime
Collateral Damage,76866,40.08,15,Arnold Schwarzenegger,John Leguizamo,Francesca Neri,Elias Koteas,Action,Drama,Thriller
Whiteout,39803,10.28,15,Kate Beckinsale,Gabriel Macht,Tom Skerritt,Columbus Short,Action,Crime,Mystery
Cop Out,89504,44.88,15,Bruce Willis,Tracy Morgan,Juan Carlos Hernández,Cory Fernandez,Action,Comedy,Crime
Stolen,45899,0.3,12A,Nicolas Cage,Malin Akerman,Josh Lucas,Danny Huston,Action,Crime,Thriller
Beverly Hills Ninja,42893,31.24,12,Chris Farley,Nicollette Sheridan,Robin Shou,Nathaniel Parker,Action,Comedy,
Showtime,64323,38.08,12,Robert De Niro,Eddie Murphy,Rene Russo,Rachael Harris,Action,Comedy,Crime
